frame,time_s,rms,mouth_open_y,v1_open,phoneme,sentence,mora,mouth_form,eye_l_open,eye_r_open,breath,angle_z
236,7.866667,0.16076588,0.676141,0.623007,a,N01_02,タ,0.0,1.000000,1.000000,0.284734,0.000000
237,7.9,0.11510754,0.58344,0.641259,e,N01_02,エ,0.18126,1.000000,1.000000,0.286456,0.000000
238,7.933333,0.0109319,0.478701,0.492576,e,N01_02,エ,0.295409,1.000000,1.000000,0.288434,0.000000
239,7.966667,0.00713663,0.428675,0.381107,t,N01_02,テ,0.36989,1.000000,1.000000,0.290663,0.000000
240,8.0,0.07647575,0.519394,0.449976,e,N01_02,テ,0.430148,1.000000,1.000000,0.293137,0.000000
241,8.033333,0.11568259,0.387846,0.54269,i,N01_02,イ,0.258425,1.000000,1.000000,0.295849,0.000000
242,8.066667,0.12192198,0.078774,0.603459,i,N01_02,イ,0.014992,1.000000,1.000000,0.298792,0.000000
243,8.1,0.1253543,0.0,0.642409,m,N01_02,マ,0.0,1.000000,1.000000,0.301957,0.000000
244,8.133333,0.1236461,0.156838,0.662732,m,N01_02,マ,0.0,1.000000,1.000000,0.305336,0.000000
245,8.166667,0.0991665,0.496838,0.647486,a,N01_02,マ,0.0,1.000000,1.000000,0.308920,0.000000
246,8.2,0.06057634,0.208257,0.591422,s,N01_02,ス,-0.015458,1.000000,1.000000,0.312699,0.000000
247,8.233333,0.02892812,0.19,0.503585,s,N01_02,ス,-0.157669,1.000000,1.000000,0.316662,0.000000
248,8.266667,0.02862157,0.19,0.445075,s,N01_02,ス,-0.304035,1.000000,1.000000,0.320799,0.000000
249,8.3,0.01833105,0.174651,0.383891,s,N01_02,ス,-0.421176,1.000000,1.000000,0.325098,0.000000
250,8.333333,0.00510924,0.030557,0.30074,s,N01_02,ス,-0.476713,1.000000,1.000000,0.329547,0.000000
251,8.366667,0.0003136,0.0,0.19826,u,N01_02,ス,-0.247265,1.000000,1.000000,0.334135,0.000000
252,8.4,0.0,0.0,0.130701,u,N01_02,ス,-0.006334,1.000000,1.000000,0.338849,0.000000
253,8.433333,0.0,0.0,0.086164,sp,N01_02,.,0.0,1.000000,1.000000,0.343675,0.000000
254,8.466667,0.0,0.0,0.056803,sil,,,-0.042999,1.000000,1.000000,0.348601,0.000000
255,8.5,0.0,0.0,0.037447,sil,,,-0.42889,1.000000,1.000000,0.353613,0.000000
256,8.533333,0.0,0.0,0.024686,sil,,,-0.828515,1.000000,1.000000,0.358697,0.000000
257,8.566667,0.0,0.059133,0.016274,k,N01_03,コ,-0.893905,1.000000,1.000000,0.363840,0.000000
258,8.6,0.02017722,0.31206,0.128086,k,N01_03,コ,-0.92463,1.000000,1.000000,0.369027,0.000000
259,8.633333,0.07740465,0.469296,0.306206,k,N01_03,コ,-0.948251,1.000000,1.000000,0.374244,0.000000
260,8.666667,0.1003898,0.517893,0.440724,o,N01_03,コ,-0.949774,1.000000,1.000000,0.379476,0.000000
261,8.7,0.00302852,0.273432,0.327164,o,N01_03,コ,-0.913707,1.000000,1.000000,0.384711,0.000000
262,8.733333,0.03720985,0.232709,0.349028,k,N01_03,ク,-0.839352,1.000000,1.000000,0.389932,0.000000
263,8.766667,0.06477556,0.29724,0.413134,k,N01_03,ク,-0.731227,1.000000,1.000000,0.395126,0.000000
264,8.8,0.04643842,0.197999,0.417266,s,N01_03,サ,-0.586074,1.000000,1.000000,0.400279,0.032351
265,8.833333,0.03945502,0.284581,0.407879,s,N01_03,サ,-0.403391,1.000000,1.000000,0.405376,0.226077
266,8.866667,0.17123404,0.624581,0.580188,s,N01_03,サ,-0.180353,1.000000,1.000000,0.410403,0.577346
267,8.9,0.21034901,0.759856,0.695194,a,N01_03,サ,0.094818,1.000000,1.000000,0.415347,1.053097
268,8.933333,0.1573992,0.466982,0.730755,a,N01_03,サ,0.382005,1.000000,1.000000,0.420195,1.608556
269,8.966667,0.13660058,0.522891,0.728911,i,N01_03,イ,0.544368,1.000000,1.000000,0.424932,2.191444
270,9.0,0.1555392,0.638001,0.748133,e,N01_03,エ,0.479063,1.000000,1.000000,0.429546,2.746903
271,9.033333,0.17060195,0.591996,0.77477,e,N01_03,エ,0.226065,1.000000,1.000000,0.434024,3.222654
272,9.066667,0.18993552,0.356734,0.806837,e,N01_03,エ,-0.116285,1.000000,1.000000,0.438354,3.573923
273,9.1,0.18903616,0.40595,0.825235,n,N01_03,ノ,-0.463848,1.000000,1.000000,0.442524,3.767649
274,9.133333,0.20359478,0.401947,0.835791,o,N01_03,ノ,-0.73306,1.000000,1.000000,0.446523,3.785599
275,9.166667,0.14528597,0.12822,0.805894,f,N01_03,フ,-0.8634,1.000000,1.000000,0.450339,3.626084
276,9.2,0.03416053,0.120638,0.65484,f,N01_03,フ,-0.870656,1.000000,1.000000,0.453963,3.304117
277,9.233333,0.0486901,0.217778,0.579233,f,N01_03,フ,-0.811414,1.000000,1.000000,0.457536,2.850000
278,9.266667,0.14804896,0.376372,0.654211,u,N01_03,フ,-0.703253,1.000000,1.000000,0.462048,2.306473
279,9.3,0.15693992,0.617892,0.706756,u,N01_03,フ,-0.532944,1.000000,1.000000,0.467648,1.724690
280,9.333333,0.17259937,0.798274,0.753047,a,N01_03,ア,-0.332678,1.000000,1.000000,0.474268,1.159407
281,9.366667,0.16218848,0.602207,0.76896,a,N01_03,ア,-0.198456,1.000000,1.000000,0.481814,0.663825
282,9.4,0.17110035,0.262207,0.787224,a,N01_03,ア,-0.190121,1.000000,1.000000,0.490168,0.284587
283,9.433333,0.16072251,0.138006,0.78708,N,N01_03,ン,-0.274514,1.000000,1.000000,0.499187,0.057386
284,9.466667,0.07093761,0.054481,0.696973,N,N01_03,ン,-0.393418,1.000000,1.000000,0.508710,0.000000
285,9.5,0.00031319,0.170717,0.459473,t,N01_03,ト,-0.518909,1.000000,1.000000,0.518559,0.000000
286,9.533333,0.07732347,0.414536,0.496218,t,N01_03,ト,-0.644275,1.000000,1.000000,0.528543,0.000000
287,9.566667,0.14374634,0.552028,0.601868,o,N01_03,ト,-0.764821,1.000000,1.000000,0.538464,0.000000
288,9.6,0.13462811,0.555973,0.652259,o,N01_03,ト,-0.864822,1.000000,1.000000,0.548120,0.000000
289,9.633333,0.10686169,0.555973,0.648603,o,N01_03,ト,-0.740728,1.000000,1.000000,0.557308,0.000000
290,9.666667,0.04819957,0.369413,0.574376,o,N01_03,ト,-0.25524,1.000000,1.000000,0.565832,0.000000
291,9.7,0.00740133,0.029413,0.436073,sp,N01_03,",",0.0,1.000000,1.000000,0.573505,0.000000
292,9.733333,0.00111894,0.0,0.309543,sp,N01_03,",",0.0,1.000000,1.000000,0.580153,0.000000
293,9.766667,4.666e-05,0.0,0.204063,sp,N01_03,",",0.0,1.000000,1.000000,0.585621,0.000000
294,9.8,3.052e-05,0.0,0.134527,sp,N01_03,",",0.0,0.450000,0.450000,0.589773,0.000000
295,9.833333,3.052e-05,0.0,0.088685,sp,N01_03,",",0.0,0.000000,0.000000,0.592498,0.000000
296,9.866667,3.052e-05,0.0,0.058465,sp,N01_03,",",0.0,0.000000,0.000000,0.593712,0.000000
297,9.9,3.052e-05,0.0,0.038543,sp,N01_03,",",0.0,0.250000,0.250000,0.593360,0.000000
298,9.933333,3.052e-05,0.0,0.025409,sp,N01_03,",",0.0,0.600000,0.600000,0.591415,0.000000
299,9.966667,3.052e-05,0.0,0.016751,sp,N01_03,",",0.0,0.840000,0.840000,0.587882,0.000000
300,10.0,3.052e-05,0.0,0.0,sp,N01_03,",",0.0,1.000000,1.000000,0.582796,0.000000
301,10.033333,3.052e-05,0.0,0.0,sp,N01_03,",",0.0,1.000000,1.000000,0.576223,0.000000
302,10.066667,3.052e-05,0.0,0.0,sp,N01_03,",",0.0,1.000000,1.000000,0.568256,0.000000
303,10.1,3.052e-05,0.0,0.0,sp,N01_03,",",0.0,1.000000,1.000000,0.559015,0.000000
304,10.133333,0.00016724,0.274419,0.0,sp,N01_03,",",0.0,1.000000,1.000000,0.548646,0.000000
305,10.166667,0.10330236,0.600027,0.270052,w,N01_03,ワ,-0.019256,1.000000,1.000000,0.537312,0.000000
306,10.2,0.15277642,0.672129,0.481917,a,N01_03,ワ,-0.026773,1.000000,1.000000,0.525198,0.000000
307,10.233333,0.01248087,0.47166,0.392328,t,N01_03,タ,-0.007941,1.000000,1.000000,0.512500,0.000000
308,10.266667,0.15533717,0.692963,0.554803,t,N01_03,タ,0.01725,1.000000,1.000000,0.499423,0.000000
309,10.3,0.16225444,0.605293,0.655285,a,N01_03,タ,0.076583,1.000000,1.000000,0.486179,0.000000
310,10.333333,0.01038706,0.265293,0.500055,a,N01_03,タ,0.198491,1.000000,1.000000,0.472979,0.000000
311,10.366667,0.03947435,0.19,0.462489,sh,N01_03,シ,0.371421,1.000000,1.000000,0.460032,0.000000
312,10.4,0.0921763,0.208026,0.519315,sh,N01_03,シ,0.545508,1.000000,1.000000,0.447535,0.000000
313,10.433333,0.03794115,0.353454,0.472579,sh,N01_03,シ,0.641333,1.000000,1.000000,0.435677,0.000000
314,10.466667,0.00058371,0.444997,0.311543,i,N01_03,シ,0.584207,1.000000,1.000000,0.424628,0.000000
315,10.5,0.10741971,0.625387,0.452912,t,N01_03,タ,0.410535,1.000000,1.000000,0.414537,0.000000
316,10.533333,0.14270448,0.389192,0.575869,a,N01_03,タ,0.281444,1.000000,1.000000,0.405532,0.000000
317,10.566667,0.00998687,0.190823,0.446373,ch,N01_03,チ,0.312004,1.000000,1.000000,0.397714,0.000000
318,10.6,0.05918237,0.19566,0.459584,ch,N01_03,チ,0.45357,1.000000,1.000000,0.391158,0.000000
319,10.633333,0.08485109,0.344754,0.507344,ch,N01_03,チ,0.549576,1.000000,1.000000,0.385756,0.000000
320,10.666667,0.18473387,0.355673,0.650646,i,N01_03,チ,0.42817,1.000000,1.000000,0.380524,0.000000
321,10.7,0.15984081,0.39614,0.70776,n,N01_03,ノ,0.046073,1.000000,1.000000,0.375289,0.000000
322,10.733333,0.14455641,0.531863,0.724133,o,N01_03,ノ,-0.419192,1.000000,1.000000,0.370068,0.000000
323,10.766667,0.04339038,0.29978,0.616649,o,N01_03,ノ,-0.730883,1.000000,1.000000,0.364874,0.000000
324,10.8,0.00400191,0.228464,0.448669,k,N01_03,ク,-0.815778,1.000000,1.000000,0.359721,0.000000
325,10.833333,0.0562755,0.346793,0.455838,k,N01_03,ク,-0.750747,1.000000,1.000000,0.354624,0.000000
326,10.866667,0.12917628,0.426121,0.562193,u,N01_03,ク,-0.608142,1.000000,1.000000,0.349597,0.000000
327,10.9,0.11789252,0.456301,0.609781,r,N01_03,ラ,-0.416513,1.000000,1.000000,0.344653,0.000000
328,10.933333,0.18108991,0.655899,0.705854,r,N01_03,ラ,-0.198,1.000000,1.000000,0.339805,0.000000
329,10.966667,0.16070443,0.345549,0.740338,a,N01_03,ラ,0.029873,1.000000,1.000000,0.335068,0.000000
330,11.0,0.06800472,0.19,0.662437,sh,N01_03,シ,0.254382,1.000000,1.000000,0.330454,0.000000
331,11.033333,0.07470453,0.199286,0.619473,sh,N01_03,シ,0.425483,1.000000,1.000000,0.325976,-0.011748
332,11.066667,0.06425219,0.369344,0.577876,sh,N01_03,シ,0.408887,1.000000,1.000000,0.321646,-0.141879
333,11.1,0.14793785,0.54262,0.653312,i,N01_03,シ,0.088956,1.000000,1.000000,0.317476,-0.404536
334,11.133333,0.15159586,0.322814,0.700547,o,N01_03,オ,-0.33915,1.000000,1.000000,0.313477,-0.775000
335,11.166667,0.09148179,0.190545,0.664089,s,N01_03,サ,-0.529255,1.000000,1.000000,0.309661,-1.218404
336,11.2,0.04299629,0.203385,0.576431,s,N01_03,サ,-0.441082,1.000000,1.000000,0.306037,-1.693016
337,11.233333,0.0425562,0.542324,0.517931,s,N01_03,サ,-0.254347,1.000000,1.000000,0.302616,-2.154168
338,11.266667,0.10707296,0.334396,0.570884,a,N01_03,サ,-0.102429,1.000000,1.000000,0.299407,-2.558458
339,11.3,0.04041394,0.19,0.510755,s,N01_03,サ,-0.026508,1.000000,1.000000,0.296419,-2.867837
340,11.333333,0.03057095,0.215079,0.453594,s,N01_03,サ,0.0,1.000000,1.000000,0.293660,-3.053185
341,11.366667,0.12885278,0.555079,0.560529,s,N01_03,サ,0.030351,1.000000,1.000000,0.291138,-3.097060
342,11.4,0.17636549,0.70434,0.672921,a,N01_03,サ,0.072876,1.000000,1.000000,0.288860,-2.995332
343,11.433333,0.16901055,0.568093,0.730001,e,N01_03,エ,0.06518,1.000000,1.000000,0.286831,-2.757575
344,11.466667,0.10619118,0.258692,0.699166,e,N01_03,エ,-0.078676,1.000000,1.000000,0.285057,-2.406166
345,11.5,0.10687299,0.319977,0.679537,r,N01_03,ル,-0.297429,1.000000,1.000000,0.283544,-1.974178
346,11.533333,0.11850843,0.212706,0.678194,u,N01_03,ル,-0.408353,1.000000,1.000000,0.282295,-1.502268
347,11.566667,0.05876654,0.19,0.609187,s,N01_03,セ,-0.327886,1.000000,1.000000,0.281314,-1.034850
348,11.6,0.03812646,0.200329,0.532144,s,N01_03,セ,-0.127853,1.000000,1.000000,0.280604,-0.615916
349,11.633333,0.06409423,0.479765,0.520097,s,N01_03,セ,0.084671,1.000000,1.000000,0.280166,-0.284895
350,11.666667,0.15166357,0.619612,0.624188,e,N01_03,セ,0.232775,1.000000,1.000000,0.280001,-0.072940
351,11.7,0.14369438,0.376578,0.675234,e,N01_03,エ,0.282288,1.000000,1.000000,0.280111,0.000000
352,11.733333,0.08175082,0.191769,0.636338,s,N01_03,サ,0.253075,1.000000,1.000000,0.280515,0.000000
353,11.766667,0.04065764,0.196983,0.55431,s,N01_03,サ,0.186007,1.000000,1.000000,0.282076,0.000000
354,11.8,0.04489368,0.504483,0.507088,s,N01_03,サ,0.102101,1.000000,1.000000,0.285227,0.000000
355,11.833333,0.12264825,0.68784,0.583901,a,N01_03,サ,-0.005237,1.000000,1.000000,0.289916,0.000000
356,11.866667,0.00602584,0.34784,0.436718,a,N01_03,サ,-0.151023,1.000000,1.000000,0.296063,0.000000
357,11.9,0.01387642,0.228157,0.366603,k,N01_03,ク,-0.326008,1.000000,1.000000,0.303558,0.000000
358,11.933333,0.08501274,0.341273,0.454228,k,N01_03,ク,-0.484627,1.000000,1.000000,0.312267,0.000000
359,11.966667,0.1098764,0.401669,0.537896,u,N01_03,ク,-0.565195,1.000000,1.000000,0.322036,0.000000
360,12.0,0.11105203,0.447883,0.58738,w,N01_03,ワ,-0.541328,1.000000,1.000000,0.332689,0.000000
361,12.033333,0.15285487,0.551219,0.664069,w,N01_03,ワ,-0.446144,1.000000,1.000000,0.344036,0.000000
362,12.066667,0.12445151,0.712958,0.676116,a,N01_03,ワ,-0.325968,1.000000,1.000000,0.355879,0.000000
363,12.1,0.09604187,0.717675,0.652964,a,N01_03,ワ,-0.208512,1.000000,1.000000,0.368008,0.000000
364,12.133333,0.01708291,0.558138,0.517799,a,N01_03,ワ,-0.118737,1.000000,1.000000,0.380217,0.000000
365,12.166667,0.00389906,0.218138,0.382954,a,N01_03,ワ,-0.081149,1.000000,1.000000,0.392298,0.000000
366,12.2,0.0004133,0.0,0.252459,a,N01_03,ワ,-0.05766,1.000000,1.000000,0.404051,0.000000
367,12.233333,3.055e-05,0.0,0.166431,a,N01_03,ワ,-0.011257,1.000000,1.000000,0.415289,0.000000
368,12.266667,3.052e-05,0.0,0.109718,sp,N01_03,",",0.0,1.000000,1.000000,0.425837,0.000000
369,12.3,3.052e-05,0.0,0.072331,sp,N01_03,",",0.0,1.000000,1.000000,0.435541,0.000000
370,12.333333,3.052e-05,0.0,0.047683,sp,N01_03,",",0.0,0.450000,0.450000,0.444270,0.000000
371,12.366667,3.052e-05,0.0,0.031435,sp,N01_03,",",0.0,0.000000,0.000000,0.451914,0.000000
372,12.4,3.052e-05,0.0,0.020723,sp,N01_03,",",0.0,0.000000,0.000000,0.458393,0.000000
373,12.433333,3.052e-05,0.0,0.0,sp,N01_03,",",0.0,0.250000,0.250000,0.463654,0.000000
374,12.466667,3.052e-05,0.0,0.0,sp,N01_03,",",0.0,0.600000,0.600000,0.467676,0.000000
375,12.5,3.052e-05,0.0,0.0,sp,N01_03,",",0.0,0.840000,0.840000,0.470464,0.000000
376,12.533333,3.052e-05,0.0,0.0,sp,N01_03,",",0.0,1.000000,1.000000,0.472054,0.000000
377,12.566667,3.052e-05,0.0,0.0,sp,N01_03,",",0.0,1.000000,1.000000,0.472510,0.000000
378,12.6,0.00638827,0.261877,0.068189,sp,N01_03,",",0.0,1.000000,1.000000,0.471924,0.000000
379,12.633333,0.13086165,0.502143,0.341734,d,N01_03,ド,-0.191221,1.000000,1.000000,0.470410,0.000000
380,12.666667,0.18501761,0.583567,0.555902,o,N01_03,ド,-0.708751,1.000000,1.000000,0.468103,0.000000
381,12.7,0.1691941,0.536835,0.663048,o,N01_03,オ,-0.96879,1.000000,1.000000,0.465159,0.000000
382,12.733333,0.08495802,0.239657,0.63202,o,N01_03,オ,-0.937376,1.000000,1.000000,0.461745,0.000000
383,12.766667,0.01347707,0.19011,0.49421,ts,N01_03,ツ,-0.877902,1.000000,1.000000,0.458039,0.000000
384,12.8,0.03844397,0.246286,0.45689,ts,N01_03,ツ,-0.795751,1.000000,1.000000,0.454227,0.000000
385,12.833333,0.1425753,0.39998,0.578009,u,N01_03,ツ,-0.676583,1.000000,1.000000,0.450495,0.000000
386,12.866667,0.17639421,0.469278,0.682978,n,N01_03,ナ,-0.50515,1.000000,1.000000,0.447026,0.000000
387,12.9,0.20328513,0.719661,0.754171,n,N01_03,ナ,-0.304885,1.000000,1.000000,0.443995,0.000000
388,12.933333,0.15981966,0.729699,0.767135,a,N01_03,ナ,-0.135868,1.000000,1.000000,0.441568,0.000000
389,12.966667,0.01769495,0.480659,0.594619,a,N01_03,ナ,-0.04331,1.000000,1.000000,0.439894,0.000000
390,13.0,0.06536363,0.649009,0.562952,g,N01_03,ガ,-0.029811,1.000000,1.000000,0.439102,0.000000
391,13.033333,0.19904425,0.604564,0.685305,a,N01_03,ガ,-0.09363,1.000000,1.000000,0.439302,0.000000
392,13.066667,0.15666125,0.264564,0.724302,a,N01_03,ガ,-0.242504,1.000000,1.000000,0.440576,0.000000
393,13.1,0.11571351,0.306359,0.704973,r,N01_03,ル,-0.448532,1.000000,1.000000,0.442980,0.000000
394,13.133333,0.16599159,0.346034,0.745305,u,N01_03,ル,-0.647701,1.000000,1.000000,0.446523,0.000000
395,13.166667,0.16509847,0.387301,0.767528,n,N01_03,ノ,-0.780402,1.000000,1.000000,0.450339,0.000000
396,13.2,0.190464,0.552028,0.802681,o,N01_03,ノ,-0.788972,1.000000,1.000000,0.453963,0.000000
397,13.233333,0.15135999,0.388098,0.789342,o,N01_03,ノ,-0.621272,1.000000,1.000000,0.457384,0.000000
398,13.266667,0.02468618,0.413504,0.625386,d,N01_03,デ,-0.321017,1.000000,1.000000,0.460593,0.000000
399,13.3,0.09852329,0.473348,0.622182,e,N01_03,デ,-0.06096,1.000000,1.000000,0.463581,0.000000
400,13.333333,0.08880079,0.203237,0.609441,sh,N01_03,ショ,-0.00415,1.000000,1.000000,0.466340,0.000000
401,13.366667,0.05657295,0.19,0.560807,sh,N01_03,ショ,-0.1565,1.000000,1.000000,0.468862,0.000000
402,13.4,0.06270165,0.199041,0.537142,sh,N01_03,ショ,-0.409529,1.000000,1.000000,0.471140,0.000000
403,13.433333,0.10725748,0.44359,0.582143,sh,N01_03,ショ,-0.662598,1.000000,1.000000,0.473169,0.000000
404,13.466667,0.13624849,0.56046,0.642784,o,N01_03,ショ,-0.839772,1.000000,1.000000,0.474943,0.000000
405,13.5,0.104892,0.492008,0.640331,o,N01_03,オ,-0.890475,1.000000,1.000000,0.476456,0.000000
406,13.533333,0.01099443,0.448415,0.492165,k,N01_03,カ,-0.823059,1.000000,1.000000,0.477705,0.000000
407,13.566667,0.02668498,0.451184,0.433649,k,N01_03,カ,-0.690038,1.000000,1.000000,0.478686,0.000000
408,13.6,0.03860955,0.5914,0.417247,k,N01_03,カ,-0.535431,1.000000,1.000000,0.479396,0.000000
409,13.633333,0.07291386,0.698096,0.465259,a,N01_03,カ,-0.378323,1.000000,1.000000,0.479834,0.000000
410,13.666667,0.04269464,0.699117,0.444866,a,N01_03,カ,-0.22964,1.000000,1.000000,0.479999,0.000000
411,13.7,0.01228539,0.613981,0.367314,a,N01_03,カ,-0.108793,1.000000,1.000000,0.479889,0.000000
412,13.733333,0.00358184,0.273981,0.282006,a,N01_03,カ,-0.033098,1.000000,1.000000,0.479506,0.000000
413,13.766667,0.00050876,0.0,0.18591,a,N01_03,カ,0.0,1.000000,1.000000,0.478849,0.000000
414,13.8,0.0,0.0,0.122559,a,N01_03,カ,0.0,1.000000,1.000000,0.477922,0.000000
415,13.833333,0.0,0.0,0.080796,sp,N01_03,.,0.0,1.000000,1.000000,0.476727,0.000000
416,13.866667,0.0,0.0,0.053264,sil,,,0.0,1.000000,1.000000,0.475266,0.000000
417,13.9,0.0,0.0,0.035114,sil,,,0.0,1.000000,1.000000,0.473544,0.000000
418,13.933333,0.0,0.0,0.023148,sil,,,0.0,1.000000,1.000000,0.471566,0.000000
419,13.966667,0.0,0.080181,0.0,sil,,,0.0,1.000000,1.000000,0.469337,0.000000
420,14.0,0.00170698,0.416422,0.0,h,N01_04,ハ,0.0,1.000000,1.000000,0.466863,0.000000
421,14.033333,0.02747851,0.483633,0.144379,h,N01_04,ハ,-0.005045,1.000000,1.000000,0.464151,0.000000
422,14.066667,0.1085622,0.73016,0.358455,h,N01_04,ハ,-0.028755,1.000000,1.000000,0.461208,0.000000
423,14.1,0.13129719,0.490484,0.508778,a,N01_04,ハ,-0.096877,1.000000,1.000000,0.458043,0.000000
424,14.133333,0.00322514,0.194879,0.37321,ts,N01_04,ツ,-0.219836,1.000000,1.000000,0.454664,0.000000
425,14.166667,0.06213778,0.197726,0.422627,ts,N01_04,ツ,-0.368073,1.000000,1.000000,0.451080,0.000000
426,14.2,0.10001264,0.324021,0.507022,ts,N01_04,ツ,-0.474145,1.000000,1.000000,0.447301,0.000000
427,14.233333,0.13506369,0.363387,0.598337,u,N01_04,ツ,-0.450301,1.000000,1.000000,0.443338,0.000000
428,14.266667,0.01794662,0.468795,0.483972,g,N01_04,ゲ,-0.27324,1.000000,1.000000,0.439201,0.000000
429,14.3,0.17989131,0.635034,0.632491,e,N01_04,ゲ,-0.059922,1.000000,1.000000,0.434902,0.000000
430,14.333333,0.20918604,0.488024,0.725203,e,N01_04,ゲ,0.012335,1.000000,1.000000,0.430453,0.000000
431,14.366667,0.2167177,0.157865,0.778397,N,N01_04,ン,-0.125261,1.000000,1.000000,0.425865,0.000000
432,14.4,0.20202459,0.358573,0.808918,N,N01_04,ン,-0.391288,1.000000,1.000000,0.421151,0.000000
433,14.433333,0.1916281,0.586242,0.826429,o,N01_04,オ,-0.660549,1.000000,1.000000,0.416325,0.000000
434,14.466667,0.22311978,0.525669,0.836476,o,N01_04,オ,-0.83813,1.000000,1.000000,0.411399,0.000000
435,14.5,0.13718922,0.222313,0.799139,o,N01_04,オ,-0.894342,1.000000,1.000000,0.406387,0.000000
436,14.533333,0.04701237,0.19,0.671796,j,N01_04,ジュ,-0.870128,1.000000,1.000000,0.401303,0.000000
437,14.566667,0.08627994,0.220557,0.639298,j,N01_04,ジュ,-0.80914,1.000000,1.000000,0.396160,0.000000
438,14.6,0.18731685,0.361411,0.72886,j,N01_04,ジュ,-0.706731,1.000000,1.000000,0.390973,0.000000
439,14.633333,0.21385391,0.240715,0.780496,u,N01_04,ジュ,-0.524365,1.000000,1.000000,0.385756,0.000000
440,14.666667,0.23630776,0.145257,0.810122,N,N01_04,ン,-0.248066,1.000000,1.000000,0.380524,0.000000
441,14.7,0.23272031,0.21593,0.82712,N,N01_04,ン,0.08393,1.000000,1.000000,0.375289,0.000000
442,14.733333,0.22465053,0.297108,0.836872,n,N01_04,ニ,0.291478,1.000000,1.000000,0.370068,0.000000
443,14.766667,0.24182344,0.25586,0.842468,i,N01_04,ニ,0.121707,1.000000,1.000000,0.364874,0.000000
444,14.8,0.21214403,0.0,0.845678,m,N01_04,ミ,0.0,1.000000,1.000000,0.359721,0.000000
445,14.833333,0.21976108,0.124308,0.84752,m,N01_04,ミ,0.0,1.000000,1.000000,0.354624,0.000000
446,14.866667,0.20291331,0.396478,0.848577,i,N01_04,ミ,0.013551,1.000000,1.000000,0.349597,0.000000
447,14.9,0.03076597,0.384609,0.676673,i,N01_04,ミ,0.327758,1.000000,1.000000,0.344653,0.000000
448,14.933333,0.01443645,0.444415,0.526366,t,N01_04,テ,0.606827,1.000000,1.000000,0.339805,0.000000
449,14.966667,0.14004104,0.630076,0.61505,e,N01_04,テ,0.571164,1.000000,1.000000,0.335068,0.000000
450,15.0,0.19079867,0.526902,0.715197,e,N01_04,テ,0.579268,1.000000,1.000000,0.330454,0.000000
451,15.033333,0.17375734,0.358906,0.759054,i,N01_04,イ,0.690983,1.000000,1.000000,0.325976,0.000000
452,15.066667,0.03315513,0.05661,0.622127,i,N01_04,イ,0.813009,1.000000,1.000000,0.321646,0.000000
453,15.1,0.00974912,0.186532,0.476067,k,N01_04,キ,0.874875,1.000000,1.000000,0.317476,0.000000
454,15.133333,0.025408,0.297108,0.420389,k,N01_04,キ,0.614673,1.000000,1.000000,0.313477,0.000000
455,15.166667,0.16214899,0.25586,0.578056,i,N01_04,キ,0.142761,1.000000,1.000000,0.309661,0.000000
456,15.2,0.20779047,0.0,0.693971,m,N01_04,マ,0.0,1.000000,1.000000,0.306037,0.000000
457,15.233333,0.20037674,0.241385,0.760478,m,N01_04,マ,0.0,1.000000,1.000000,0.302616,0.000000
458,15.266667,0.17588959,0.537017,0.787168,a,N01_04,マ,0.0,1.000000,1.000000,0.299407,0.000000
459,15.3,0.09690629,0.199985,0.727105,s,N01_04,ス,-0.017883,1.000000,1.000000,0.296419,0.000000
460,15.333333,0.05753483,0.19,0.639723,s,N01_04,ス,-0.165687,1.000000,1.000000,0.277346,0.000000
461,15.366667,0.05014591,0.19,0.571458,s,N01_04,ス,-0.297679,1.000000,1.000000,0.258790,0.000000
462,15.4,0.0334154,0.187435,0.498934,s,N01_04,ス,-0.401962,1.000000,1.000000,0.240716,0.000000
463,15.433333,0.01139523,0.079733,0.400218,s,N01_04,ス,-0.446787,1.000000,1.000000,0.223091,0.000000
464,15.466667,0.00042513,0.0,0.26384,s,N01_04,ス,-0.214548,1.000000,1.000000,0.205875,0.000000
465,15.5,0.0,0.0,0.173934,u,N01_04,ス,-0.011643,1.000000,1.000000,0.189030,0.000000
466,15.533333,0.0,0.0,0.114664,sp,N01_04,.,0.0,1.000000,1.000000,0.172514,0.000000
467,15.566667,0.0,0.0,0.075591,sil,,,0.0,1.000000,1.000000,0.156286,0.000000
468,15.6,0.0,0.0,0.049833,sil,,,0.0,1.000000,1.000000,0.140302,0.000000
469,15.633333,0.0,0.0,0.032852,sil,,,0.0,1.000000,1.000000,0.124518,0.000000
470,15.666667,0.0,0.0,0.021657,sil,,,0.0,1.000000,1.000000,0.108889,0.000000
471,15.7,0.0,0.0,0.0,sil,,,0.0,1.000000,1.000000,0.093370,0.000000
472,15.733333,0.0,0.0,0.0,sil,,,0.0,1.000000,1.000000,0.077915,0.000000
473,15.766667,0.0,0.0,0.0,sil,,,0.0,1.000000,1.000000,0.062478,0.000000
474,15.8,0.0,0.0,0.0,sil,,,0.0,1.000000,1.000000,0.047013,0.000000
475,15.833333,0.0,0.0,0.0,sil,,,0.0,1.000000,1.000000,0.031475,0.000000
476,15.866667,0.11434767,0.0,0.0,sil,,,0.0,1.000000,1.000000,0.015819,0.000000
477,15.9,0.00116359,0.0,0.0,sil,,,0.0,1.000000,1.000000,0.000000,0.000000
