frame,time_s,rms,mouth_open_y,v1_open,phoneme,sentence,mora
421,14.033333,0.02747851,0.483633,0.144379,h,N01_04,ハ
422,14.066667,0.1085622,0.73016,0.358455,h,N01_04,ハ
423,14.1,0.13129719,0.490484,0.508778,a,N01_04,ハ
424,14.133333,0.00322514,0.194879,0.37321,ts,N01_04,ツ
425,14.166667,0.06213778,0.197726,0.422627,ts,N01_04,ツ
426,14.2,0.10001264,0.324021,0.507022,ts,N01_04,ツ
427,14.233333,0.13506369,0.363387,0.598337,u,N01_04,ツ
428,14.266667,0.01794662,0.468795,0.483972,g,N01_04,ゲ
429,14.3,0.17989131,0.635034,0.632491,e,N01_04,ゲ
430,14.333333,0.20918604,0.488024,0.725203,e,N01_04,ゲ
431,14.366667,0.2167177,0.157865,0.778397,N,N01_04,ン
432,14.4,0.20202459,0.358573,0.808918,N,N01_04,ン
433,14.433333,0.1916281,0.586242,0.826429,o,N01_04,オ
434,14.466667,0.22311978,0.525669,0.836476,o,N01_04,オ
435,14.5,0.13718922,0.222313,0.799139,o,N01_04,オ
436,14.533333,0.04701237,0.19,0.671796,j,N01_04,ジュ
437,14.566667,0.08627994,0.220557,0.639298,j,N01_04,ジュ
438,14.6,0.18731685,0.361411,0.72886,j,N01_04,ジュ
439,14.633333,0.21385391,0.240715,0.780496,u,N01_04,ジュ
440,14.666667,0.23630776,0.145257,0.810122,N,N01_04,ン
441,14.7,0.23272031,0.21593,0.82712,N,N01_04,ン
442,14.733333,0.22465053,0.297108,0.836872,n,N01_04,ニ
443,14.766667,0.24182344,0.25586,0.842468,i,N01_04,ニ
444,14.8,0.21214403,0.0,0.845678,m,N01_04,ミ
445,14.833333,0.21976108,0.124308,0.84752,m,N01_04,ミ
446,14.866667,0.20291331,0.396478,0.848577,i,N01_04,ミ
447,14.9,0.03076597,0.384609,0.676673,i,N01_04,ミ
448,14.933333,0.01443645,0.444415,0.526366,t,N01_04,テ
449,14.966667,0.14004104,0.630076,0.61505,e,N01_04,テ
450,15.0,0.19079867,0.526902,0.715197,e,N01_04,テ
451,15.033333,0.17375734,0.358906,0.759054,i,N01_04,イ
452,15.066667,0.03315513,0.05661,0.622127,i,N01_04,イ
453,15.1,0.00974912,0.186532,0.476067,k,N01_04,キ
454,15.133333,0.025408,0.297108,0.420389,k,N01_04,キ
455,15.166667,0.16214899,0.25586,0.578056,i,N01_04,キ
456,15.2,0.20779047,0.0,0.693971,m,N01_04,マ
457,15.233333,0.20037674,0.241385,0.760478,m,N01_04,マ
458,15.266667,0.17588959,0.537017,0.787168,a,N01_04,マ
459,15.3,0.09690629,0.199985,0.727105,s,N01_04,ス
460,15.333333,0.05753483,0.19,0.639723,s,N01_04,ス
461,15.366667,0.05014591,0.19,0.571458,s,N01_04,ス
462,15.4,0.0334154,0.187435,0.498934,s,N01_04,ス
463,15.433333,0.01139523,0.079733,0.400218,s,N01_04,ス
464,15.466667,0.00042513,0.0,0.26384,s,N01_04,ス
465,15.5,0.0,0.0,0.173934,u,N01_04,ス
466,15.533333,0.0,0.0,0.114664,sp,N01_04,.
467,15.566667,0.0,0.0,0.075591,sil,,
468,15.6,0.0,0.0,0.049833,sil,,
469,15.633333,0.0,0.0,0.032852,sil,,
470,15.666667,0.0,0.0,0.021657,sil,,
471,15.7,0.0,0.0,0.0,sil,,
472,15.733333,0.0,0.0,0.0,sil,,
473,15.766667,0.0,0.0,0.0,sil,,
474,15.8,0.0,0.0,0.0,sil,,
475,15.833333,0.0,0.0,0.0,sil,,
476,15.866667,0.11434767,0.0,0.0,sil,,
477,15.9,0.00116359,0.0,0.0,sil,,
